web-scraper-order,web-scraper-start-url,ReviewLink,ReviewLink-href,Pagination,ReviewText,Date,Title,UserID
1738799716-53,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I really liked this blush because of how easy it is to use.
The applicator is just perfect to make three dots and then use your fingers to blend in. The blush is super blendable and buildable, making it easy to work with!",10 d ago,My new favorite liquid blush!,olichka7
1738799716-54,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I love this blush! It was the perfect consistency and blended seamlessly. It’s been great for these winter months because it does not feel to heavy. It also has great buildable coverage. A little goes a long way. I would highly recommend this blush and am excited to try it in the upcoming warmer months to see if it slides around in the heat.,10 d ago,You need to try this!,KimBaerga
1738799716-55,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"huda really slayed with this blush bc it’s BEAUTIFUL. For the girls who are scared bc it’s a lilac color, girllll do it bc it looks so good and the pigment is buildable and amazing. It also blends like a DREAMMM.",10 d ago,,mariiahhxx
1738799716-56,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This blush is super pigmented! A little definitely goes a long way so start small and work more onto your skin if needed! It is perfect for layering as well. I like to use a liquid blush and then a powder as well!,10 d ago,,kelh8
1738799716-57,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This blush color is stunning! Love the pigmentation, texture, and a little goes a long way. It also has a nice scent to it, which is a plus! Love adding this over my cheeks, and lips for a pop of color.  Definitely will be a staple for the summer!",10 d ago,,gemlovesocean
1738799716-58,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Truly such a stunning blush!!! It’s lightweight and gives a sort of veil of color that looks natural but is also buildable to whatever opacity you’re looking for! It’s super easy to blend with a brush, your fingers or even a sponge if your choice. I love the color options and I love the staying power it has even when I use a tiny bit for a wash of color!",10 d ago,STUNNING Blush!,evelyngoudelock
1738799716-59,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This product is so nice! I do wish that it was formulated for darker skin tones. But it does leave a nice subtle glow on the skin. The product does have pigmentation and blends really well. It melted into the skin. I just wish the color options better.,10 d ago,,Crystallina8
1738799716-60,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I love this blush! It blends so seamlessly and is light weight and blurring but still pretty pigmented. I applied it under and over my powder blush and it blended perfectly with the rest of my makeup. Also it smells so good lol!,10 d ago,I want every color!,xaviii
1738799716-61,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Huda Beauty’s new Ube Blush is a total game-changer! The shade is a gorgeous, universally flattering purple-pink that adds a natural, flush of color to the cheeks. The formula is super smooth, blendable, and lightweight, giving you that perfect, soft-focus finish. Plus, it lasts all day without fading. Definitely a must-try for blush lovers!",10 d ago,So pretty,tessajohnstonn
1738799716-62,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I’m obsessed with the HUDA BEAUTY Blush Filter! It blends like a dream, giving that perfect soft-focus glow—like a real-life beauty filter. The formula is lightweight but packs a punch with pigment, so you get that flushed, radiant look without overdoing it. And the glow? Effortless. Fresh. Gorgeous. It’s the kind of blush that makes you feel instantly prettier.",10 d ago,Amazing,Marisma1982
1738799716-63,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This blush is absolutely stunning on the skin, and it melts effortlessly into my cream products. It gives a perfect amount of blush, the perfect amount of purple and it just looks natural on the skin.",10 d ago,Stahppp! I’m blushing,ashleyyyyyynemo
1738799716-64,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I received something in exchange for this post. So first let me say it smells so good!!!! I put two dots on each cheek and it spread out nicely. It gave me like a soft pink blush.  I would use it again.,10 d ago,Blush that smells good,bb901
1738799716-65,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This blush is simply so easy to use and makes you glow. I have used couple times and sometimes I don’t need to use filter for my selfies. It is just simply easier and the color itself is so pretty. I will continue buy it and try other colors too.,10 d ago,Pretty one keep buying it,Dushi1593
1738799716-66,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"Such a beautiful blush that really surprised me. I didn’t think a pinky lilac would be a shade that could look good on my medium tanned complexion, but it’s so soft and blends beautifully that I actually love it! And boy does a little go a long way. Just a smidge is all I need so I think this will last a long time. Really pretty so I need to go get this is other colors now!",10 d ago,,Silverentj
1738799716-67,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"This blush combines the best of a subtle blush and a highlighter in one, offering an airbrushed finish that looks just like a filter for your skin. It’s lightweight and buildable, so you can control the intensity, whether you want a barely-there tint or a more vibrant pop of color.",10 d ago,,Brittanyhope10
1738799716-68,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I absolutely love anything Huda Beauty makes so I was Ecstatic when the Ube collection came out. The blush filters are already so pigmented but this shade looks so pretty on the skin. Definitely worth trying.,10 d ago,,courtneyjones92
1738799716-69,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,"I love this blush formula! I thought that this shade would be too light on my tan skin, but it turns into a baby pink shade on me. I love it! The formula is dewy and has the perfect amount of pigment for easy blending!",10 d ago,Loved it!,KamariyaD
1738799716-70,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I was curious how this soft lavender was going to translate onto my skin. And I must say it looked stellar. Love how this applies and that you can build it up. This color is now a new fave of mine and I find my self reaching for it on the regular.,10 d ago,Ube for the win,CDuke
1738799716-71,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I’m not going to lie at first i was a little iffy about this product the shade looked a little too cool from what i’m used to but the way it just melted into my skin and i might even say it changed once i blended it. Its one of my favorites it also gave me a nice glow without it looking or feeling cakey.,10 d ago,Gave me a nice glow!,Anahisreviews
1738799716-72,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,I like this blush. It comes out of the bottle with the perfect amount. Just a few dots on each cheek and then blend it in. It’s easy to use and doesn’t have a bad smell. Will continue to use in my daily makeup routine.,10 d ago,Nice blush,melaniegstan
1738799716-73,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This is my absolute favourite blush! It blends beautifully and seamlessly. And it lasts a whole day without any smudges! Also The color is just stunning! I get so many compliments while wearing this blush. Absolute favorite,10 d ago,Stunning,olga91
1738799716-74,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This is the second color I’m trying from this collection and it’s absolutely beautiful. I love this formula and this ube color is definitely out of my comfort zone but very pretty. Can’t wait to keep using it.,10 d ago,,DalilaI
1738799716-75,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product,3.2K,https://www.sephora.com/product/blush-filter-soft-glow-liquid-blush-P510756?skuId=2828911&icid2=products%20grid:p510756:product#ratings-reviews-container,,This was such a beautiful and unique color. It was not just purple but a hint of pink undertones as well. It blended like a dream and was super hydrating and didn’t cling to any dry patches. I really like how it laid underneath my foundation and make up for a nice vibrant flush of color.,10 d ago,,alyssa2519
